metric,p30,p40,diff_pp,z,pvalue,ci_low_pp,ci_high_pp,cohens_h,p_gate40_better,p_gate40_worse,cred_int_low_pp,cred_int_high_pp
retention_1,0.4481879194630872,0.44228274967574577,-0.5905169787341458,-1.7840862247974725,0.07440965529691913,-1.2392558656738064,0.058221908205514844,-0.011881898259223478,0.03706,0.96294,-1.2406055834899565,0.056996809660615634
retention_7,0.19020134228187918,0.18200004396667327,-0.8201298315205913,-3.164358912748191,0.001554249975614329,-1.328164577146224,-0.3120950858949586,-0.021074001016365917,0.00077,0.99923,-1.327664476961197,-0.31125926155074973
